cpg,chr,pos,t,P.Value,adj_pval,UCSC_RefGene_Name,Relation_to_Island
cg01717524,chr1,120204880,-5.666553664363225,3.8991497766760136e-8,0.018392874369047258,,OpenSea
cg24940583,chr1,36020939,-5.665760481601114,3.915216869939435e-8,0.018468626105866106,KIAA0319L,N_Shore
cg20293716,chr3,122514443,5.665014840078813,3.930379819879798e-8,0.01854011255974959,DIRC2,Island
cg02794358,chr2,54816818,5.664349013852366,3.943968086943768e-8,0.01860417074228419,SPTBN1;SPTBN1,OpenSea
cg01460436,chr20,44687454,5.663338724205375,3.9646737576612606e-8,0.01870180222900151,SLC12A5;SLC12A5,Island
cg00255368,chr1,217310887,5.662712073766743,3.9775700604390614e-8,0.018762595732097098,ESRRG,Island
cg20961940,chr6,31832850,-5.660892251511016,4.0152538962381756e-8,0.018940314001406135,SLC44A4,S_Shore
cg06372962,chr1,173638690,5.659389084718323,4.0466430067193136e-8,0.01908833879413554,ANKRD45,Island
cg08630923,chr11,115845993,5.658996176965311,4.054887075362163e-8,0.0191271861765786,,OpenSea
cg23497016,chr2,66666684,5.65809969122671,4.073758690313732e-8,0.01921616416773129,MEIS1,OpenSea
cg11360718,chr20,30720375,-5.656987397842636,4.097292297155467e-8,0.019327132630297197,TM9SF4,OpenSea
cg21542842,chr4,77899442,5.655105032202326,4.1374212834929454e-8,0.01951638169108756,SEPT11,OpenSea
cg09282085,chr22,39713086,-5.654736563587902,4.1453211737402874e-8,0.019553604336168148,RPL3;RNU86;RPL3,N_Shelf
cg18660363,chr12,63544857,5.653753236324071,4.1664755866139795e-8,0.019653348671569874,AVPR1A;AVPR1A,Island
cg06032349,chr21,40032331,5.652634659014144,4.190667658309595e-8,0.019767421250922942,ERG;ERG,Island
cg04011474,chr2,28904455,-5.65255604164327,4.192373101219086e-8,0.019775423918450427,,OpenSea
cg15194251,chr11,2239813,-5.651797474720149,4.2088634692906484e-8,0.019853166896009296,,OpenSea
cg02617312,chr5,24644988,5.651109055477861,4.2238836487404045e-8,0.019923974693435514,CDH10,OpenSea
cg11727383,chr10,102988389,5.6496038938231266,4.2569061268598626e-8,0.020079698493214167,LBX1;FLJ41350,Island
cg04562217,chr3,79815718,5.648689318373808,4.277094270806951e-8,0.020174882591625556,ROBO1,Island
cg23085662,chr18,59000860,5.647776129183334,4.297344957558859e-8,0.02027036129755726,,Island
cg00756860,chr1,144852047,-5.646000858049382,4.336980902378888e-8,0.020457278697667072,PDE4DIP,OpenSea
cg25785397,chr2,662770,5.6446637556438235,4.367069134949983e-8,0.020599159414719622,,S_Shore
cg10591607,chr6,101846916,5.644266309830491,4.376051862805496e-8,0.0206414865527045,GRIK2;GRIK2;GRIK2;GRIK2;GRIK2;GRIK2,Island
cg20910807,chr20,57875384,5.642801887223802,4.409305243767134e-8,0.020798295997377633,EDN3;EDN3;EDN3;EDN3,Island
cg05223210,chr11,117630397,-5.642240708798008,4.4221134009911793e-8,0.020858666701135294,DSCAML1,OpenSea
cg02199174,chr17,31254854,5.641308125359256,4.443478673006595e-8,0.020959400117918078,TMEM98;TMEM98,N_Shore
cg25839023,chr3,22414349,5.641233753209375,4.445186848983603e-8,0.020967412944233776,,Island
cg22870429,chr3,114027859,-5.638357544786647,4.5117409408216565e-8,0.021281295491533448,TIGIT,OpenSea
cg15237494,chr21,28339334,5.636369695654065,4.5583056153405584e-8,0.021500889424775266,ADAMTS5;ADAMTS5,Island
cg21900073,chr4,82005992,-5.635491523189825,4.5790254258813614e-8,0.021598576080068498,,OpenSea
cg23284720,chr12,2862144,5.634572409757533,4.600809558652671e-8,0.021701282558635265,,Island
cg21523496,chr1,86018083,-5.633951289154742,4.6155880737854643e-8,0.02177094429407349,DDAH1,OpenSea
cg13539545,chr14,60973823,5.631871985651907,4.665399203799773e-8,0.022005848272466846,,Island
cg02595823,chr10,73848915,5.631408048674394,4.676584441780885e-8,0.022058560260836496,SPOCK2;SPOCK2,S_Shore
cg27444994,chr16,62070072,5.630571547560298,4.6968180840449495e-8,0.022153951538823217,CDH8,Island
cg15542713,chr1,42385581,5.630343483995673,4.702349373661363e-8,0.02217999450219218,HIVEP3;HIVEP3,S_Shore
cg07660627,chr17,35481970,5.630136435683399,4.707376474507004e-8,0.022203659207425147,ACACA;ACACA;ACACA;ACACA;ACACA,OpenSea
cg03505125,chr4,165980885,-5.629936899709824,4.712226135028491e-8,0.022226486866918336,TRIM75,OpenSea
cg02734408,chr15,99502684,-5.62912620000104,4.731980094289158e-8,0.02231961442953933,IGF1R,S_Shore
cg07699454,chr6,39274353,-5.628308945420492,4.7519754877505294e-8,0.022413880381847308,KCNK17;KCNK17,S_Shelf
cg10926413,chr2,235940023,-5.628038912278707,4.758600353548582e-8,0.02244508063159674,SH3BP4,OpenSea
cg26475911,chr17,73056187,5.627266873295292,4.777590910133703e-8,0.02253460637355494,KCTD2,OpenSea
cg10111115,chr3,73674146,5.626409437863134,4.798768649423723e-8,0.022634448064109865,PDZRN3,Island
cg17515984,chr19,19752527,-5.625478213985764,4.8218725657700535e-8,0.02274337454969327,GMIP,N_Shore
cg24092340,chr17,8770908,5.625407700088394,4.823626444890503e-8,0.022751598852615035,PIK3R6;PIK3R6,OpenSea
cg09659400,chr20,43744673,-5.625300028088873,4.826305750648774e-8,0.022764188071027567,WFDC5,OpenSea
cg22797900,chr20,656558,5.623289795923293,4.876595540621888e-8,0.023001340654540448,SCRT2;SCRT2,Island
cg24754066,chr6,24127011,5.623114790527256,4.88099773009166e-8,0.02302205556359143,NRSN1,S_Shore
cg13010621,chr6,92344723,-5.6227884928647365,4.889215963537282e-8,0.023060769366577756,,OpenSea
cg20044410,chr4,10463350,5.622583972065378,4.894373963635933e-8,0.023085048955583422,,Island
cg16119835,chr14,23306850,5.622383888897598,4.8994251806209194e-8,0.023108824783923853,MMP14,Island
cg10694152,chr13,99404506,5.620547893515509,4.946013884841667e-8,0.02332851746966075,SLC15A1,Island
cg21724798,chr20,11667650,5.61947048151451,4.973554199995521e-8,0.023458365210782872,,Island
cg25391162,chr9,118091,5.618750608426004,4.992038524251134e-8,0.023545498823868142,FOXD4,Island
cg21884231,chr3,170303721,5.615818134540383,5.068030776553949e-8,0.023903873960694353,SLC7A14;SLC7A14,Island
cg15288779,chr15,93587978,-5.615750021794823,5.0698091869239664e-8,0.02391221131295371,RGMA;RGMA;RGMA;RGMA;RGMA;RGMA,N_Shore
cg06825448,chr2,240884925,5.613061807723304,5.140485830918921e-8,0.024245512660395565,,OpenSea
cg12685846,chr15,30114814,5.609805713257741,5.2273798287569e-8,0.02465530287891993,TJP1;TJP1,Island
cg05654304,chr1,12538678,5.607174724209669,5.2986363132144236e-8,0.02499133608945462,VPS13D;VPS13D,OpenSea
cg21639114,chr6,130687884,5.607127508382278,5.2999236940156933e-8,0.02499735509900972,,S_Shore
cg23458168,chr19,30864867,5.606524001261827,5.316405723093116e-8,0.025075040249197603,ZNF536,N_Shore
cg03531247,chr2,50573485,5.606268581692113,5.3233963755322265e-8,0.025107958707089012,NRXN1;NRXN1;NRXN1,N_Shore
cg08621447,chr2,203036147,5.60401172842022,5.385555473984271e-8,0.025401080104156294,,Island
cg02807882,chr6,125534847,-5.603400594029203,5.402508935614505e-8,0.02548098741991517,TPD52L1;TPD52L1;TPD52L1;TPD52L1,OpenSea
cg07120346,chr6,58141890,5.603345990048072,5.404026232288326e-8,0.025488089724587888,,OpenSea
cg05733703,chr4,39977200,-5.6023897909111895,5.430663839217269e-8,0.025613671691029856,PDS5A;PDS5A;PDS5A,N_Shore
cg02385474,chr1,233394797,-5.602278038941121,5.4337853441631725e-8,0.02562833990003872,PCNXL2,OpenSea
cg00343633,chr11,105481306,5.596712414013887,5.5914790509256154e-08,0.026372043199319135,GRIA4;GRIA4;GRIA4;GRIA4,Island
cg01594685,chr16,3115053,-5.595734652726138,5.6196393487332775e-8,0.026504804202726554,IL32;IL32;IL32;IL32;IL32;IL32;IL32;IL32,OpenSea
cg06893362,chr20,47897124,-5.594487157651307,5.6557689506481954e-8,0.02667515146728468,C20orf199;C20orf199;SNORD12;C20orf199,S_Shore
cg10801607,chr2,44518930,5.594314296333964,5.660793136910592e-8,0.026698791182650592,SLC3A1,OpenSea
cg03505148,chr12,58131345,-5.593421583175534,5.686809022154125e-8,0.02682143667635838,AGAP2;AGAP2,Island
cg00495775,chr2,176972041,5.592857552158492,5.703306326335891e-8,0.026899188023657122,HOXD11,Island
cg17924476,chr5,323794,5.591244421290185,5.7507465749447505e-8,0.02712287865353517,AHRR,S_Shore
cg01597553,chr18,13219225,5.587440816281159,5.8641337311433256e-8,0.02765760032956438,C18orf1;C18orf1,S_Shore
cg22562494,chr17,41607896,5.586741332097559,5.885221546743753e-8,0.027757000050846768,ETV4;ETV4,OpenSea
cg05769169,chr14,34419832,5.583797569378514,5.97478201857362e-8,0.02817934241676025,EGLN3,Island
cg20295214,chr1,206226794,-5.582219396877287,6.023341538920939e-8,0.02840830733392055,AVPR1B,S_Shelf
cg10200334,chr14,103571284,5.577496787709339,6.170962564178563e-8,0.02910448099918921,C14orf73,Island
cg15074033,chr12,52652462,5.57650821735859,6.202306936484185e-8,0.029252250319887187,,Island
cg23093870,chr15,69853853,-5.575545144931067,6.232992024944515e-8,0.029396909606926813,LOC145837,OpenSea
cg07536910,chr2,176948105,5.572388499734919,6.334608664526786e-8,0.029876104882767616,EVX2,Island
cg19744173,chr2,112913178,5.572339029923324,6.336213942244121e-8,0.029883612540084797,FBLN7;FBLN7,N_Shelf
cg26244013,chr12,6470176,-5.57219415650742,6.340917313493559e-8,0.029905731734802807,SCNN1A;SCNN1A;SCNN1A,N_Shelf
cg00327355,chr2,240884831,5.571781180368448,6.354343422556085e-8,0.029968989883801266,,OpenSea
cg16793866,chr20,24451518,5.566151331127392,6.540159522034426e-8,0.030845288952175743,TMEM90B,Island
cg04859466,chr3,181444563,5.565556540931199,6.560097371506425e-8,0.03093925603128832,SOX2OT,Island
cg09948419,chr7,45019965,-5.565367171967593,6.566457593227548e-8,0.030969186953211287,MYO1G,OpenSea
cg15640375,chr19,821565,5.5648856055847835,6.582658754571524e-8,0.031045530177835495,LPPR3,Island
cg17928584,chr5,146614457,5.5648685259741795,6.583234072262294e-8,0.031048177693307043,STK32A;STK32A,Island
cg11985220,chr4,30719706,5.564677034828536,6.589687705624607e-8,0.031078548744775,,Island
cg11539857,chr6,436594,-5.563170834482169,6.640665051102286e-8,0.03131890373396013,,OpenSea
cg13887261,chr9,96082521,-5.562233624934662,6.672578621847317e-8,0.031469348747928755,C9orf129;WNK2,S_Shelf
cg10055235,chr17,7257885,-5.561714148954636,6.690331977309788e-8,0.0315530105747082,KCTD11;TMEM95;KCTD11,S_Shelf
cg27346707,chr5,126626348,5.560654238388525,6.726697826603881e-8,0.03172445228982922,MEGF10,Island
cg05983315,chr19,58545837,5.560651127393351,6.726804848741553e-8,0.03172488975958643,ZSCAN1,Island
cg10478867,chr7,150948760,5.559894492032859,6.752883385002194e-8,0.03184781356267965,SMARCD3;SMARCD3,Island
cg14024653,chr20,23618512,5.557834286261975,6.82439164513931e-8,0.03218499114505666,CST3;CST3,Island
cg24774306,chr4,74702713,5.557242315391657,6.845074618993864e-8,0.0322824671151141,CXCL6,S_Shore
cg06003656,chr5,166405676,5.556454464758894,6.872696225068169e-8,0.03241266630185524,,Island
cg08061040,chr7,149746077,5.555297938188487,6.913440215420229e-8,0.032604751937551954,,Island
cg04977834,chr17,70114623,5.553165146059814,6.989195719250379e-8,0.03296195560742829,,N_Shore
cg01557027,chr11,24518448,5.552250126319312,7.021944035542929e-8,0.03311633070490472,LUZP2,Island
cg23196831,chr8,121137537,5.551569424431583,7.046403102356421e-8,0.03323161213505414,COL14A1;COL14A1,Island
cg05855208,chr7,31089142,-5.55102919386277,7.065873795024444e-8,0.03332336740471478,,N_Shelf
cg12236880,chr15,68564635,-5.550328062123699,7.091221772623435e-8,0.033442840089651656,,OpenSea
cg25274468,chr7,114570498,-5.550151441175625,7.097621096381111e-8,0.03347294890022103,MDFIC;MDFIC,OpenSea
cg02243303,chr6,52147973,-5.548382076370809,7.162039946782728e-8,0.03377668173182362,MCM3,N_Shore
cg05543049,chr3,173115741,5.546683029690913,7.224434575782585e-8,0.03407086692546522,NLGN1,Island
cg10530883,chr5,3596207,5.546652283017297,7.225568559651604e-8,0.034076142605744944,IRX1;IRX1,Island
cg05021643,chr2,177029608,5.54610261516996,7.245870426435942e-8,0.03417181476588896,HOXD3,Island
cg14847045,chr7,114559768,-5.54373798466672,7.333843119758647e-8,0.03458662416807537,,N_Shelf
cg24587208,chr11,95931531,-5.542738891591536,7.371324853074778e-8,0.034763315433597716,MAML2,OpenSea
cg02352281,chr3,46139305,-5.542407979069891,7.383780377682525e-8,0.03482198209895456,,OpenSea
cg04366104,chr2,64872418,5.542226147452025,7.390633233077567e-8,0.03485422632719381,SERTAD2,OpenSea
cg07279070,chr2,73148229,5.54169352941299,7.410742172937788e-8,0.03494898598015288,EMX1,Island
cg19712979,chr6,33173307,-5.541388672997474,7.422275970072147e-8,0.03500330502934084,HSD17B8,S_Shore
cg07780199,chr19,18830892,-5.5412462581024275,7.42767002042757e-8,0.03502866898623581,CRTC1;CRTC1,S_Shore
cg17131837,chr12,66251661,-5.540846803943814,7.442819973671128e-8,0.035100041283034095,HMGA2;HMGA2,OpenSea
cg03555227,chr5,170289070,5.5377070019169174,7.562954902129716e-8,0.03566651717069864,RANBP17,Island
cg16095155,chr6,31127863,-5.537165014897328,7.583882674326845e-8,0.03576513565916494,TCF19;TCF19,S_Shore
cg16001722,chr6,127836159,5.536917636787423,7.593453437420218e-8,0.03581019486913313,C6orf174,Island
cg22117188,chr3,52347940,-5.535021484720018,7.66720503488918e-8,0.03615792556813458,,OpenSea
cg03655142,chr1,153950843,-5.529762152775016,7.875439543871614e-8,0.03713986409933959,JTB,S_Shore
cg15339249,chr4,36282498,5.529526102165514,7.884913612319529e-8,0.037184464104337664,DTHD1,OpenSea
cg02697979,chr11,34265361,-5.529451365959992,7.887915519192155e-8,0.03719854191780309,ABTB2,OpenSea
cg24922045,chr17,34079987,5.529201798920463,7.897947871529196e-8,0.037245774408387104,GAS2L2,OpenSea
cg09716921,chr3,66519998,-5.528454199439617,7.928075080193065e-8,0.03738777142843007,LRIG1,OpenSea
cg25092838,chr14,57279115,5.528445199626941,7.928438441003117e-8,0.037389405706388955,OTX2OS1,Island
cg07719096,chr16,80199163,-5.527202957025781,7.978749023974941e-8,0.03762658358471223,,OpenSea
cg22950163,chr16,55513525,5.526972482460395,7.988117335531226e-8,0.03767068325559158,MMP2,Island
cg02374745,chr17,6679564,5.526698769146765,7.999257130467983e-8,0.037723136753574825,FBXO39;FBXO39,Island
cg14674720,chr2,219827930,5.5238486787143914,8.11615507673022e-8,0.038274326433945904,,Island
cg03599224,chr6,31541349,-5.523572342525513,8.127577232872258e-8,0.03832810999055132,LTA;LTA,OpenSea
cg12399197,chr15,71667720,-5.522662918678525,8.165278266127122e-8,0.03850581924740228,THSD4,OpenSea
cg01869193,chr11,58673087,5.522660327325655,8.165385936114882e-8,0.0385062453436712,,Island
cg02979520,chr3,48471575,5.521955267279432,8.194732414207034e-8,0.038644555224269246,PLXNB1;PLXNB1,S_Shore
cg18993949,chr4,15481269,-5.520010127542276,8.276227957709567e-8,0.039028787516128045,CC2D2A;CC2D2A;CC2D2A,OpenSea
cg11324999,chr2,36582398,5.519798765429245,8.285130800274254e-8,0.03907068842270132,CRIM1,Island
cg25051331,chr5,77253833,5.519617453687336,8.292775314678495e-8,0.039106655190195114,,Island
cg12478384,chr3,64671764,5.519191163121575,8.310775765220054e-8,0.03919145770707882,ADAMTS9,Island
cg09651145,chr5,148651144,5.518893329373921,8.323374601904357e-8,0.03925078731143843,AFAP1L1;AFAP1L1,Island
cg12147622,chr10,74021432,-5.514365793270821,8.517202721773368e-8,0.040164743219121106,,S_Shore
cg03280245,chr11,57242445,5.514292561732934,8.520373679795375e-8,0.040179611365547846,RTN4RL2,N_Shore
cg11827629,chr12,115822424,-5.512989240242248,8.577000770079617e-8,0.04044656253146445,,OpenSea
cg23209976,chr5,138872772,5.512415471109624,8.602046095823196e-8,0.04056458275361249,,OpenSea
cg11002986,chr20,9049361,5.511644058692944,8.63583093150622e-8,0.04072381520708525,,Island
cg20207763,chr10,13392088,5.511507065155026,8.64184420751014e-8,0.040752085474029344,,OpenSea
cg17349389,chr2,80530770,5.511302690903425,8.650822712798711e-8,0.04079433863383637,CTNNA2;LRRTM1;CTNNA2,Island
cg13836380,chr9,116143143,-5.511301425388702,8.650878337283491e-8,0.0407945144312109,,S_Shelf
cg00207731,chr15,91416118,-5.5110960552750115,8.65990979975016e-8,0.040837017048093845,FURIN,S_Shore
cg26503073,chr7,6704074,5.510844459939756,8.670986602161515e-8,0.0408891645507509,,Island
cg08397758,chr10,100174853,5.510350459265157,8.692775762744948e-8,0.04099182724231533,PYROXD2,OpenSea
cg15843262,chr2,25473895,5.510135204272721,8.702286804276968e-8,0.04103659067711651,DNMT3A;DNMT3A;DNMT3A,N_Shore
cg10305797,chr19,35981677,-5.509880694238947,8.713545405111526e-8,0.04108959471234391,KRTDAP,OpenSea
cg17046577,chr7,84815361,5.509452500770235,8.732519147014615e-8,0.041178979964470654,,Island
cg11992940,chr17,34094454,-5.5090636605576595,8.749783954865273e-8,0.041260306221883584,MMP28,S_Shore
cg08566455,chr2,130971164,5.509006700569695,8.752315812317685e-8,0.041272157875090906,,Island
cg07102705,chr5,148033896,5.50810140937105,8.79265169292526e-8,0.04146227661709064,HTR4;HTR4;HTR4;HTR4;HTR4;HTR4;HTR4,Island
cg07425597,chr17,43503567,-5.507882624576618,8.802426930078396e-8,0.04150828431013118,ARHGAP27,N_Shelf
cg26786407,chr1,3415673,-5.506740645320917,8.853622248496831e-8,0.04174960985767674,MEGF6,OpenSea
cg07795614,chr5,141812398,5.506388873717004,8.8694506217361885e-08,0.04182416049031565,,OpenSea
cg07065111,chr2,5831213,5.50627664127966,8.874506447039947e-8,0.04184791264114581,,Island
cg19052164,chr5,80900,-5.506116613836494,8.881720186599127e-8,0.04188184035711005,,N_Shelf
cg14068328,chr6,85474087,5.505579936537865,8.905954311828893e-8,0.04199602755742915,TBX18,Island
cg02637247,chr16,86524562,-5.505080088520719,8.928583286537899e-8,0.0421026452018366,,N_Shelf
cg07403899,chr19,39283540,5.504583930259598,8.951100588265164e-8,0.04220873580195261,,Island
cg21214743,chr2,130481001,-5.504335747571197,8.962384677983307e-8,0.042261856077489945,,OpenSea
cg23102014,chr15,70574295,-5.503797727986526,8.986894328711033e-8,0.04237734073126373,,OpenSea
cg26857315,chr19,932759,5.503172223073446,9.015471459551446e-8,0.04251200489394187,ARID3A,Island
cg06429466,chr7,142583296,-5.501946302760627,9.071736358789636e-8,0.042777228495691,TRPV6;TRPV6,OpenSea
cg02323699,chr11,113135432,-5.501699039228258,9.083126144972047e-8,0.042830845517785536,NCAM1;NCAM1;NCAM1,OpenSea
cg00498305,chr10,119000236,5.500936445381428,9.118341539984299e-8,0.042996810064472764,SLC18A2,N_Shore
cg00330825,chr11,811545,-5.500215149317787,9.151772190210479e-8,0.04315435810344039,RPLP2;SNORA52,S_Shore
cg14401466,chr5,166405523,5.49908216174395,9.204525037091576e-8,0.04340301735990162,,Island
cg26153096,chr1,43748142,-5.497926531435535,9.258637142293561e-8,0.04365808499439963,C1orf210;C1orf210,OpenSea
cg19757631,chr1,11118889,-5.497648868028502,9.271684745324443e-8,0.04371951681440797,SRM,N_Shore
cg00601368,chr7,149318081,-5.495830621910897,9.357569007242017e-8,0.04412440016967879,ZNF767;ZNF767,N_Shelf
cg00020474,chr1,8214963,5.49552513542973,9.372074366087871e-8,0.0441927045828761,,OpenSea
cg03072286,chr6,150262044,5.495199568336398,9.387557308542523e-8,0.04426561835483599,ULBP2,N_Shore
cg22722340,chr11,119458741,-5.4944925799334925,9.421265257245693e-8,0.0444244689181009,,S_Shelf
cg08422599,chr5,169931092,5.492103673857222,9.536038208926672e-8,0.044965567047698204,KCNIP1;KCNIP1;KCNIP1;KCNIP1;KCNIP1,Island
cg27641136,chr6,146920035,5.491402957314545,9.569960983691882e-8,0.045125428425622005,C6orf103,Island
cg06095065,chr11,45234273,-5.489890752911083,9.643570017551505e-8,0.04547242213946079,PRDM11,Island
cg22363368,chr2,59126860,-5.489114940452786,9.681547621371867e-8,0.045651401499054764,,OpenSea
cg21851672,chr1,200007863,5.48813180082574,9.729883550737112e-8,0.0458792226079552,NR5A2;NR5A2,N_Shore
cg06112560,chr16,23691827,-5.488125984223797,9.730170221174211e-8,0.04588047704049834,PLK1,S_Shore
cg08376141,chr6,32116591,5.486887647041747,9.791389108346148e-8,0.04616904332091134,PRRT1,Island
cg05170183,chr7,55584387,-5.486503906493783,9.810435838732775e-8,0.046258755692943104,VOPP1,OpenSea
cg18603228,chr3,13590439,5.486365305340996,9.817324086778032e-8,0.046291137400180114,FBLN2;FBLN2,Island
cg24082526,chr19,49993125,-5.485923537767022,9.839310642191096e-8,0.046394711112485144,RPL13AP5;SNORD33;SNORD35A;SNORD34;RPL13A;SNORD32A,S_Shore
cg22610106,chr6,167136367,-5.48584345359918,9.8433015217752e-8,0.046413430634520074,RPS6KA2,OpenSea
cg24632873,chr3,50561368,-5.483479805927957,9.961802785602971e-8,0.046972091730730844,,OpenSea
cg17111087,chr1,167407514,5.483373094115721,9.967185412731104e-8,0.04699737232996383,CD247;CD247,N_Shore
cg17080740,chr1,153601878,-5.4830026027486936,9.985895276547257e-8,0.047085493407975625,S100A1;S100A13;S100A13,OpenSea
cg11874762,chr11,71318870,5.482956154586909,9.988243325684324e-8,0.047096465046833465,,Island
cg26387689,chr12,20521814,5.4823158384695505,1.0020667441794316e-7,0.04724925070819972,PDE3A,Island
cg25210796,chr1,65089808,-5.481735902931289,1.0050122444949475e-7,0.04738803584875242,CACHD1,OpenSea
cg12342742,chr11,64835040,-5.4816020042710445,1.0056935143866455e-7,0.04742005831295336,,OpenSea
cg10422777,chr9,79631227,5.479650082918484,1.0156759919572318e-7,0.04789064653477142,,Island
cg05798720,chr18,24235718,5.478855616060139,1.0197666020035104e-7,0.04808342295770832,,Island
cg26274662,chr15,63729230,5.478503830760424,1.0215830194374706e-7,0.04816896742440201,,OpenSea
cg21739530,chr4,174186068,5.476129093073883,1.033927463176325e-7,0.04875092060171953,GALNT7,OpenSea
cg04706229,chr14,50550589,-5.47597626654901,1.0347268454579454e-7,0.04878850896287213,C14orf183,OpenSea
cg00479463,chr19,33726786,-5.4734962422604205,1.0477834019905207e-7,0.049404035187255044,,Island
cg00328075,chr8,12989417,5.472671177374837,1.0521625602966639e-7,0.04961041166429197,DLC1;DLC1,Island
cg06393558,chr11,69982916,-5.472594967572906,1.0525679531916948e-7,0.04962942104735096,ANO1;ANO1,OpenSea
cg21197224,chr17,56082780,-5.471825516693693,1.0566695221052288e-7,0.04982270763592701,SFRS1;SFRS1,N_Shore
cg10817441,chr6,32823728,-5.471703996920525,1.0573187059941949e-7,0.049853211378849883,PSMB9;PSMB9,S_Shore
